"csvline","url","filename","local_path","encrypted","decrypt_pass","istagged","pages","toc","form","fields","tables","word_count","char_count","words_per_page","chars_per_word","image_count","%_img_per_page","ocr_risk","author","creator","producer","subject","title","text"
"56","https://www.rcmp-grc.gc.ca/wam/media/3653/original/e114d2f8719b4d5644e1413262775864.pdf","e114d2f8719b4d5644e1413262775864.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\e114d2f8719b4d5644e1413262775864.pdf","ENCRYPTED","ENCRYPTED","TRUE","1","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","1","300.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"57","https://www.rcmp-grc.gc.ca/wam/media/3637/original/1e4df44e822a55e56b8d5ef865b2ca27.pdf","1e4df44e822a55e56b8d5ef865b2ca27.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\1e4df44e822a55e56b8d5ef865b2ca27.pdf","ENCRYPTED","ENCRYPTED","TRUE","6","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","5","116.66666666666667","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"58","https://www.rcmp-grc.gc.ca/wam/media/2345/original/03c14f378f5dbcc60eae6de0dcb33046.pdf","03c14f378f5dbcc60eae6de0dcb33046.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\03c14f378f5dbcc60eae6de0dcb33046.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"59","https://www.rcmp-grc.gc.ca/wam/media/3649/original/caed5ccea445259f7c015a8d2a54b06b.pdf","caed5ccea445259f7c015a8d2a54b06b.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\caed5ccea445259f7c015a8d2a54b06b.pdf","ENCRYPTED","ENCRYPTED","TRUE","3","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","166.66666666666669","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"60","https://www.rcmp-grc.gc.ca/wam/media/3639/original/3ac23008848966d10322a722e20f1677.pdf","3ac23008848966d10322a722e20f1677.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\3ac23008848966d10322a722e20f1677.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"61","https://www.rcmp-grc.gc.ca/wam/media/3643/original/507f0ae25b2bef5ff8169e8bcd366a7c.pdf","507f0ae25b2bef5ff8169e8bcd366a7c.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\507f0ae25b2bef5ff8169e8bcd366a7c.pdf","ENCRYPTED","ENCRYPTED","TRUE","6","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","9","183.33333333333331","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"62","https://www.rcmp-grc.gc.ca/wam/media/3645/original/53422987f83776fca629b4e06f8eef38.pdf","53422987f83776fca629b4e06f8eef38.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\53422987f83776fca629b4e06f8eef38.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"63","https://www.rcmp-grc.gc.ca/wam/media/2235/original/d6c9e65df9f9647c99169e5eb05c921a.pdf","d6c9e65df9f9647c99169e5eb05c921a.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\d6c9e65df9f9647c99169e5eb05c921a.pdf","ENCRYPTED","ENCRYPTED","TRUE","3","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","166.66666666666669","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"64","https://www.rcmp-grc.gc.ca/wam/media/3655/original/d5de39b4a74523ba5e51c636f7b274ab.pdf","d5de39b4a74523ba5e51c636f7b274ab.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\d5de39b4a74523ba5e51c636f7b274ab.pdf","ENCRYPTED","ENCRYPTED","TRUE","4","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","125.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"65","https://www.rcmp-grc.gc.ca/wam/media/3651/original/55b48e759194d0c6781c5d287414e249.pdf","55b48e759194d0c6781c5d287414e249.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\55b48e759194d0c6781c5d287414e249.pdf","ENCRYPTED","ENCRYPTED","TRUE","2","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","250.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"66","https://www.rcmp-grc.gc.ca/wam/media/2349/original/d8c735c5fae84e1a96dac8b3c5f00294.pdf","d8c735c5fae84e1a96dac8b3c5f00294.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\d8c735c5fae84e1a96dac8b3c5f00294.pdf","ENCRYPTED","ENCRYPTED","TRUE","4","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","5","175.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"67","https://www.rcmp-grc.gc.ca/wam/media/2239/original/b5362b8fc7a9c14ea22cea6caa4e125b.pdf","b5362b8fc7a9c14ea22cea6caa4e125b.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\b5362b8fc7a9c14ea22cea6caa4e125b.pdf","ENCRYPTED","ENCRYPTED","TRUE","6","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","83.33333333333334","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"68","https://www.rcmp-grc.gc.ca/wam/media/3641/original/ac13b6af44017d9c9e9be1d4b0018555.pdf","ac13b6af44017d9c9e9be1d4b0018555.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\ac13b6af44017d9c9e9be1d4b0018555.pdf","ENCRYPTED","ENCRYPTED","TRUE","6","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","83.33333333333334","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"69","https://www.rcmp-grc.gc.ca/wam/media/2353/original/61c61521b50d1d2e4b24213d255f5399.pdf","61c61521b50d1d2e4b24213d255f5399.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\61c61521b50d1d2e4b24213d255f5399.pdf","ENCRYPTED","ENCRYPTED","TRUE","4","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","5","175.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"70","https://www.rcmp-grc.gc.ca/wam/media/3647/original/d5155c3a04f85e4dadcc408dddea4150.pdf","d5155c3a04f85e4dadcc408dddea4150.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\d5155c3a04f85e4dadcc408dddea4150.pdf","ENCRYPTED","ENCRYPTED","TRUE","5","TOC FAILED: file has not been decrypted","FORMS: file has not been decrypted","FIELDS: file has not been decrypted","NOT RUN","File has not been decrypted :: TEXT sample failed!!","File has not been decrypted :: TEXT sample failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","unsupported operand type(s) for /: 'str' and 'str' :: WORD METRICS failed!!","3","100.0","OCR: '<' not supported between instances of 'str' and 'int'","AUTHOR: 'PdfFileReader' object has no attribute 'author'","CREATOR: 'PdfFileReader' object has no attribute 'creator'","PRODUCER: 'PdfFileReader' object has no attribute 'producer'","SUBJECT: 'PdfFileReader' object has no attribute 'subject'","TITLE: 'PdfFileReader' object has no attribute 'title'","File has not been decrypted :: TEXT sample failed!!"
"72","https://www.rcmp-grc.gc.ca/dnaac-adncc/bl-ra-fra.pdf","bl-ra-fra.pdf","E:\PROJECTS\perception-dev\REPORTS\RCMP\PDF\bl-ra-fra.pdf","FALSE","NA","FALSE","2","FALSE","FALSE","0","NOT RUN","826","4188","413.0","5.070217917675545","0","50.0","0","b'rcmp'","b'C:\\MyFiles\\dna'","b'Acrobat PDFWriter 4.0 for Windows'","NULL","b'C:\\MyFiles\\dna-bylaws-f.PDF'","[ PAGE 1 START ] STATUTS DU COMIT\xc3\x89 CONSULTATIF DE LA BANQUE NATIONALE DE DONN\xc3\x89ESG\xc3\x89N\xc3\x89TIQUESD\xc3\x89FINITIONS1. Les d\xc3\xa9finitions qui suivent s\xe2\x84\xa2appliquent aux pr\xc3\xa9sents statuts.\xc2\xabLoi\xc2\xbb La Loi sur l\xe2\x84\xa2identification par les empreintes g\xc3\xa9n\xc3\xa9tiques\xc2\xabpr\xc3\xa9sident\xc2\xbb Le pr\xc3\xa9sident du Comit\xc3\xa9 nomm\xc3\xa9 aux termes de l\xe2\x84\xa2article 3 du R\xc3\xa8glement.\n\xc2\xabComit\xc3\xa9\xc2\xbb Le Comit\xc3\xa9 consultatif de la banque nationale de donn\xc3\xa9es g\xc3\xa9n\xc3\xa9tiques\n\xc2\xabd\xc3\xa9cision\xc2\xbb Toute conclusion ou recommandation formul\xc3\xa9e par le Comit\xc3\xa9.\n\xc2\xabr\xc3\xa9union\xc2\xbb R\xc3\xa9union des membres du Comit\xc3\xa9.\n\xc2\xabmembre\xc2\xbb Membre du Comit\xc3\xa9 nomm\xc3\xa9 aux termes de l\xe2\x84\xa2article 3 du R\xc3\xa8glement.\n\xc2\xabGRC\xc2\xbb La Gendarmerie royale du Canada.\n\xc2\xabR\xc3\xa8glement\xc2\xbb Le R\xc3\xa8glement sur le Comit\xc3\xa9 consultatif de la Banque nationale de donn\xc3\xa9es\ng\xc3\xa9n\xc3\xa9tiques pris aux termes de la Loi.CHAMP D\xe2\x84\xa2APPLICATION2. Les pr\xc3\xa9sents statuts portent sur la gestion et la conduite des affaires du Comit\xc3\xa9 et sur les autresproc\xc3\xa9dures \xc3\xa0 suivre que celles pr\xc3\xa9vues dans les R\xc3\xa8gles de proc\xc3\xa9dure du Comit\xc3\xa9 consultatif sur labanque nationale de donn\xc3\xa9es g\xc3\xa9n\xc3\xa9tiques.SIGNATAIRES3. En cas d\xe2\x84\xa2absence ou d\xe2\x84\xa2emp\xc3\xaachement du pr\xc3\xa9sident ou de vacance de son poste et si lecommissaire n\xe2\x84\xa2a pas d\xc3\xa9sign\xc3\xa9 de rempla\xc3\xa7ant aux termes de l\xe2\x84\xa2article 3 du R\xc3\xa8glement  le vice-\npr\xc3\xa9sident ou  en l\xe2\x84\xa2absence du vice-pr\xc3\xa9sident  un membre du Comit\xc3\xa9 \xc3\xa9lu par quorum des membres\npr\xc3\xa9sents pour pr\xc3\xa9sider la r\xc3\xa9union  signe toute d\xc3\xa9cision que le comit\xc3\xa9 est autoris\xc3\xa9 \xc3\xa0 prendre ou tout\ndocument qu\xe2\x84\xa2il est autoris\xc3\xa9 \xc3\xa0 faire.R\xc3\x89UNIONS ET D\xc3\x89CISIONS4. Le Comit\xc3\xa9 ou le pr\xc3\xa9sident convoque les r\xc3\xa9unions et en fixe la date  l\xe2\x84\xa2heure et le lieu.5. Les r\xc3\xa9unions sont ouvertes au public ou se tiennent \xc3\xa0 huis clos.\n6. Un pr\xc3\xa9avis de la date  de l\xe2\x84\xa2heure et du lieu de la r\xc3\xa9union est donn\xc3\xa9 \xc3\xa0 chaque membre et si lar\xc3\xa9union est ouverte au public  le pr\xc3\xa9avis est publi\xc3\xa9 de la mani\xc3\xa8re que d\xc3\xa9termine le Comit\xc3\xa9.7.  En cas d\xe2\x84\xa2urgence  une r\xc3\xa9union peut \xc3\xaatre convoqu\xc3\xa9e sans pr\xc3\xa9avis.\n8. Si une r\xc3\xa9union est ouverte au public  le pr\xc3\xa9sident rend public l\xe2\x84\xa2ordre du jour au moins trentejours avant la tenue de la r\xc3\xa9union.9. Aucune erreur ni omission relative \xc3\xa0 l\xe2\x84\xa2avis de convocation d\xe2\x84\xa2une r\xc3\xa9union n\xe2\x84\xa2invalide cette'[ PAGE 1 END ][ PAGE 2 START ] r\xc3\xa9union.10. Une r\xc3\xa9union peut \xc3\xaatre ajourn\xc3\xa9e en tout temps et en tout lieu  auquel cas les membres pr\xc3\xa9sentssont avis\xc3\xa9s de la date  de l\xe2\x84\xa2heure et du lieu de sa reprise.11. Le membre qui participe \xc3\xa0 une r\xc3\xa9union ou une d\xc3\xa9cision du Comit\xc3\xa9 est r\xc3\xa9put\xc3\xa9 avoir donn\xc3\xa9 unvote affirmatif sur toute d\xc3\xa9cision ou mesure prise  ou r\xc3\xa9solution ou vote adopt\xc3\xa9  \xc3\xa0 moins qu\xe2\x84\xa2il ne\nconsigne sa dissidence ou son abstention au proc\xc3\xa8s-verbal.12. Le proc\xc3\xa8s-verbal de chaque r\xc3\xa9union est approuv\xc3\xa9 lors de la r\xc3\xa9union suivante.\n13. Si la r\xc3\xa9union est ouverte au public  le proc\xc3\xa8s-verbal approuv\xc3\xa9 de la r\xc3\xa9union est distribu\xc3\xa9 de lamani\xc3\xa8re que d\xc3\xa9termine le Comit\xc3\xa9.QUORUM14. Le quorum \xc3\xa0 une r\xc3\xa9union est constitu\xc3\xa9 par cinq membres.ENTR\xc3\x89E EN VIGUEUR15. Les pr\xc3\xa9sents statuts entrent en vigueur \xc3\xa0 la date de leur adoption par le Comit\xc3\xa9. Ils peuvent\xc3\xaatre modifi\xc3\xa9s de la mani\xc3\xa8re et au moment que d\xc3\xa9termine le Comit\xc3\xa9.'[ PAGE 2 END ]"
