"test","browser","url","score","title","description"
"axe","CHROME","https://www.deque.com/news-resources/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/news-resources/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/news-resources/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/news-resources/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/news-resources/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","ARIA attributes must conform to valid names","Ensures attributes that begin with aria- are valid ARIA attributes"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","Headings must not be empty","Ensures headings have discernible text"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.perfecto.io/webinars/best-practices-shifting-left-performance-and-accessibility-testing","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Assure-6-15-18-FS-2-Web.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Assure-6-15-18-FS-2-Web.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Assure-6-15-18-FS-2-Web.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Assure-6-15-18-FS-2-Web.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Overview.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Overview.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Overview.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Overview.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/A11y%2012%20Step%20Checklist%20.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/A11y%2012%20Step%20Checklist%20.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/A11y%2012%20Step%20Checklist%20.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/A11y%2012%20Step%20Checklist%20.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20Accessibility%20Blueprint%20(1).pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20Accessibility%20Blueprint%20(1).pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20Accessibility%20Blueprint%20(1).pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20Accessibility%20Blueprint%20(1).pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.w3.org/TR/WCAG20/","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://www.w3.org/TR/WCAG20/","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.w3.org/TR/WCAG20/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.w3.org/TR/WCAG20/","0","lang attribute must have a valid value","Ensures lang attributes have valid values"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Comply-6-15-18-FS-2-Web.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Comply-6-15-18-FS-2-Web.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Comply-6-15-18-FS-2-Web.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque-Comply-6-15-18-FS-2-Web.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Essential%20Guide%20to%20Accessibility.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Essential%20Guide%20to%20Accessibility.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Essential%20Guide%20to%20Accessibility.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Essential%20Guide%20to%20Accessibility.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://accessibility.deque.com/on-demand-how-persons-with-disabilities-use-the-web","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://accessibility.deque.com/on-demand-how-persons-with-disabilities-use-the-web","0","Frames must have title attribute","Ensures <iframe> and <frame> elements contain a non-empty title attribute"
"axe","CHROME","https://accessibility.deque.com/on-demand-how-persons-with-disabilities-use-the-web","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://accessibility.deque.com/on-demand-how-persons-with-disabilities-use-the-web","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Shift_Left_Brochure_-_WEBa.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Shift_Left_Brochure_-_WEBa.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Shift_Left_Brochure_-_WEBa.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Shift_Left_Brochure_-_WEBa.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20U%20Brochure%20-%20FINAL%20%5Ba%5D.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20U%20Brochure%20-%20FINAL%20%5Ba%5D.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20U%20Brochure%20-%20FINAL%20%5Ba%5D.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Deque%20U%20Brochure%20-%20FINAL%20%5Ba%5D.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://f.hubspotusercontent00.net/hubfs/153358/%5BTOFU%5D%20Accessibility%20Heuristics%20Guide.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://f.hubspotusercontent00.net/hubfs/153358/%5BTOFU%5D%20Accessibility%20Heuristics%20Guide.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://f.hubspotusercontent00.net/hubfs/153358/%5BTOFU%5D%20Accessibility%20Heuristics%20Guide.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://f.hubspotusercontent00.net/hubfs/153358/%5BTOFU%5D%20Accessibility%20Heuristics%20Guide.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Sureify-SuccessStory-9-21-18-CS-3.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Sureify-SuccessStory-9-21-18-CS-3.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Sureify-SuccessStory-9-21-18-CS-3.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/Sureify-SuccessStory-9-21-18-CS-3.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/blog/accessibility-in-agile-transformational-practices/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/services","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/services","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/services","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/resources/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/resources/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/resources/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/resources/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/resources/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/blog/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/blog/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/blog/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/blog/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/blog/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/global-accessibility-awareness-day-2020/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/global-accessibility-awareness-day-2020/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/global-accessibility-awareness-day-2020/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/global-accessibility-awareness-day-2020/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/axe-con/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/axe-con/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/axe-con/","0","Links must have discernible text","Ensures links have discernible text"
"axe","CHROME","https://www.deque.com/team/josh-mcclure/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/team/josh-mcclure/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/team/josh-mcclure/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/team/josh-mcclure/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/team/josh-mcclure/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/USCIS%20Success%20Story.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/USCIS%20Success%20Story.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/USCIS%20Success%20Story.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hubfs/153358/USCIS%20Success%20Story.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://microsoftedge.microsoft.com/addons/detail/axe-web-accessibility-t/kcenlimkmjjkdfcaleembgmldmnnlfkn","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://microsoftedge.microsoft.com/addons/detail/axe-web-accessibility-t/kcenlimkmjjkdfcaleembgmldmnnlfkn","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://microsoftedge.microsoft.com/addons/detail/axe-web-accessibility-t/kcenlimkmjjkdfcaleembgmldmnnlfkn","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://microsoftedge.microsoft.com/addons/detail/axe-web-accessibility-t/kcenlimkmjjkdfcaleembgmldmnnlfkn","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://microsoftedge.microsoft.com/addons/detail/axe-web-accessibility-t/kcenlimkmjjkdfcaleembgmldmnnlfkn","0","Elements should not have tabindex greater than zero","Ensures tabindex attribute values are not greater than 0"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","IDs of active elements must be unique","Ensures every id attribute value of active elements is unique"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/wp-content/plugins/deque-features/assets/vendor/dist/highlight/a11y-light.css?ver=1.0","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/team/denis-boudreau/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/team/denis-boudreau/","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/team/denis-boudreau/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/team/denis-boudreau/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/team/denis-boudreau/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-1446299256-pdf/Deque_Accessibility_Blueprint.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-1446299256-pdf/Deque_Accessibility_Blueprint.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-1446299256-pdf/Deque_Accessibility_Blueprint.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-1446299256-pdf/Deque_Accessibility_Blueprint.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/services/accessibility-empathy-lab/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/services/accessibility-empathy-lab/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/services/accessibility-empathy-lab/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/resources/type/webinars","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/resources/type/webinars","0","IDs used in ARIA and labels must be unique","Ensures every id attribute value used in ARIA and in labels is unique"
"axe","CHROME","https://www.deque.com/resources/type/webinars","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/resources/type/webinars","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/resources/type/webinars","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/accessibility-statement/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/accessibility-statement/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/accessibility-statement/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/accessibility-statement/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/accessibility-statement/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-17982929-pdf/docs/ada_accessibility_and_bank_websites.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-17982929-pdf/docs/ada_accessibility_and_bank_websites.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-17982929-pdf/docs/ada_accessibility_and_bank_websites.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://cdn2.hubspot.net/hub/153358/file-17982929-pdf/docs/ada_accessibility_and_bank_websites.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.deque.com/training/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/training/","0","Headings must not be empty","Ensures headings have discernible text"
"axe","CHROME","https://www.deque.com/training/","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://www.deque.com/training/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/training/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/training/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.cdc.gov/coronavirus/2019-ncov/downloads/2019-ncov-factsheet.pdf","0","Documents must have <title> element to aid in navigation","Ensures each HTML document contains a non-empty <title> element"
"axe","CHROME","https://www.cdc.gov/coronavirus/2019-ncov/downloads/2019-ncov-factsheet.pdf","0","<html> element must have a lang attribute","Ensures every HTML document has a lang attribute"
"axe","CHROME","https://www.cdc.gov/coronavirus/2019-ncov/downloads/2019-ncov-factsheet.pdf","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.cdc.gov/coronavirus/2019-ncov/downloads/2019-ncov-factsheet.pdf","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://www.w3.org/WAI/intro/accessibility.php","0","IDs of active elements must be unique","Ensures every id attribute value of active elements is unique"
"axe","CHROME","https://www.w3.org/WAI/intro/accessibility.php","0","Page must not have more than one contentinfo landmark","Ensures the page has at most one contentinfo landmark"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","Links must have discernible text","Ensures links have discernible text"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.w3.org/blog/2018/09/wcag-2-1-adoption-in-europe/","0","Elements should not have tabindex greater than zero","Ensures tabindex attribute values are not greater than 0"
"axe","CHROME","https://www.deque.com/axe/browser-extensions/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/axe/browser-extensions/","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://www.deque.com/axe/browser-extensions/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/axe/browser-extensions/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://github.com/marketplace/axe-linter","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://github.com/marketplace/axe-linter","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://github.com/marketplace/axe-linter","0","Heading levels should only increase by one","Ensures the order of headings is semantically correct"
"axe","CHROME","https://facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","Page must have one main landmark","Ensures the page has only one main landmark and each iframe in the page has at most one main landmark"
"axe","CHROME","https://facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","Page must contain a level-one heading","Ensure that the page, or at least one of its frames contains a level-one heading"
"axe","CHROME","https://facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://www.deque.com/services/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/services/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/services/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/services/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/retail-ecommerce-accessibility/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/retail-ecommerce-accessibility/","0","id attribute value must be unique","Ensures every id attribute value is unique"
"axe","CHROME","https://www.deque.com/retail-ecommerce-accessibility/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/retail-ecommerce-accessibility/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.deque.com/wcag/","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.deque.com/wcag/","0","Form elements must have labels","Ensures every form element has a label"
"axe","CHROME","https://www.deque.com/wcag/","0","Page must not have more than one banner landmark","Ensures the page has at most one banner landmark"
"axe","CHROME","https://www.deque.com/wcag/","0","The skip-link target should exist and be focusable","Ensure all skip links have a focusable target"
"axe","CHROME","https://www.cdc.gov/ncbddd/disabilityandhealth/data-highlights.html","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
"axe","CHROME","https://www.cdc.gov/ncbddd/disabilityandhealth/data-highlights.html","0","Elements must have sufficient color contrast","Ensures the contrast between foreground and background colors meets WCAG 2 AA contrast ratio thresholds"
"axe","CHROME","https://www.cdc.gov/ncbddd/disabilityandhealth/data-highlights.html","0","All page content must be contained by landmarks","Ensures all page content is contained by landmarks"
"axe","CHROME","https://twitter.com/intent/tweet/?text=Based+On+Overwhelming+Positive+Market+Feedback+HERNDON%2C+VA+–+May+5%2C+2020 +–+Deque+Systems%2C+a+leading+software+company+specializing+in+digital+accessibility%2C+today+announced…&url=https%3A%2F%2Fwww.deque.com%2Fblog%2Fdeque-unifies-accessibility-software-under-axe%2F","0","ARIA role must be appropriate for the element","Ensures role attribute has an appropriate value for the element"
